TEAM_NAME,Season,Month,TEAM_ID_base,GP_base,W_base,L_base,W_PCT_base,MIN_base,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK_base,W_RANK_base,L_RANK_base,W_PCT_RANK_base,MIN_RANK_base,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SeasonType_base,TEAM_ID_adv,GP_adv,W_adv,L_adv,W_PCT_adv,MIN_adv,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_adv,W_RANK_adv,L_RANK_adv,W_PCT_RANK_adv,MIN_RANK_adv,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SeasonType_adv
houston rockets,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana pacers,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la clippers,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los angeles lakers,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memphis grizzlies,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miami heat,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milwaukee bucks,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minnesota timberwolves,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new orleans pelicans,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new york knicks,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma city thunder,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orlando magic,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philadelphia 76ers,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phoenix suns,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portland trail blazers,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sacramento kings,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
san antonio spurs,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toronto raptors,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utah jazz,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
washington wizards,2020-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanta hawks,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boston celtics,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn nets,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlotte hornets,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicago bulls,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleveland cavaliers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dallas mavericks,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denver nuggets,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detroit pistons,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden state warriors,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houston rockets,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indiana pacers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la clippers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
los angeles lakers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memphis grizzlies,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miami heat,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milwaukee bucks,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minnesota timberwolves,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new orleans pelicans,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new york knicks,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oklahoma city thunder,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orlando magic,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philadelphia 76ers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phoenix suns,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portland trail blazers,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sacramento kings,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
san antonio spurs,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toronto raptors,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utah jazz,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
washington wizards,2020-21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlanta hawks,2020-21,3,1610612737.0,4.0,2.0,2.0,0.5,48.0,36.0,90.3,0.399,12.8,39.3,0.325,28.0,35.0,0.8,11.8,42.0,53.8,24.0,17.8,7.3,3.3,6.3,24.0,27.0,112.8,-4.0,1.0,7.0,15.0,14.0,3.0,26.0,13.0,29.0,15.0,11.0,22.0,1.0,3.0,2.0,4.0,3.0,2.0,14.0,13.0,23.0,23.0,24.0,15.0,5.0,9.0,18.0,Pre Season,1610612737.0,4.0,2.0,2.0,0.5,192.0,101.0,103.2,104.5,106.6,-3.5,-3.4,0.667,1.35,16.2,0.267,0.77,0.515,0.162,0.47,0.534,111.7,109.38,91.15,437.0,0.482,1.0,7.0,15.0,14.0,1.0,14.0,22.0,18.0,6.0,16.0,21.0,8.0,11.0,8.0,12.0,28.0,23.0,4.0,18.0,Pre Season
boston celtics,2020-21,3,1610612738.0,2.0,0.0,2.0,0.0,48.0,34.0,87.5,0.389,9.5,42.0,0.226,16.5,21.5,0.767,11.5,33.5,45.0,18.5,21.0,10.0,6.0,6.5,24.5,21.5,94.0,-16.5,26.0,25.0,15.0,25.0,3.0,29.0,20.0,30.0,28.0,7.0,30.0,19.0,23.0,8.0,5.0,27.0,18.0,30.0,26.0,9.0,8.0,26.0,19.0,21.0,29.0,29.0,Pre Season,1610612738.0,2.0,0.0,2.0,0.0,96.0,88.3,90.4,102.7,104.7,-14.4,-14.4,0.544,0.88,13.5,0.273,0.703,0.479,0.202,0.443,0.485,107.0,104.75,87.29,208.0,0.379,26.0,25.0,15.0,25.0,26.0,30.0,17.0,29.0,29.0,30.0,30.0,7.0,28.0,24.0,27.0,30.0,30.0,16.0,30.0,Pre Season
brooklyn nets,2020-21,3,1610612751.0,2.0,2.0,0.0,1.0,48.0,38.0,81.0,0.469,15.0,32.5,0.462,25.0,36.0,0.694,6.5,40.5,47.0,24.5,18.0,9.0,8.0,3.0,19.5,28.0,116.0,14.5,26.0,7.0,1.0,1.0,3.0,18.0,26.0,7.0,6.0,26.0,2.0,3.0,2.0,25.0,28.0,6.0,12.0,10.0,16.0,15.0,1.0,4.0,4.0,2.0,6.0,4.0,Pre Season,1610612751.0,2.0,2.0,0.0,1.0,96.0,107.1,107.4,91.5,94.4,15.6,13.0,0.645,1.36,17.3,0.219,0.73,0.505,0.167,0.562,0.599,109.7,107.75,89.79,216.0,0.61,26.0,7.0,1.0,1.0,26.0,7.0,3.0,4.0,9.0,15.0,10.0,24.0,21.0,12.0,16.0,3.0,3.0,10.0,2.0,Pre Season
charlotte hornets,2020-21,3,1610612766.0,4.0,1.0,3.0,0.25,48.0,39.3,88.3,0.445,14.5,36.8,0.395,19.3,26.3,0.733,9.3,37.5,46.8,27.5,19.8,7.3,4.3,5.0,22.0,23.0,112.3,-2.3,1.0,19.0,24.0,23.0,3.0,11.0,17.0,11.0,11.0,19.0,6.0,13.0,12.0,15.0,19.0,14.0,13.0,4.0,24.0,23.0,19.0,19.0,13.0,17.0,11.0,15.0,Pre Season,1610612766.0,4.0,1.0,3.0,0.25,192.0,101.8,103.9,103.1,105.8,-1.3,-1.8,0.701,1.39,18.6,0.249,0.74,0.498,0.183,0.527,0.562,110.7,108.13,90.1,432.0,0.492,1.0,19.0,24.0,23.0,1.0,13.0,19.0,15.0,2.0,13.0,4.0,12.0,18.0,15.0,21.0,11.0,10.0,8.0,15.0,Pre Season
chicago bulls,2020-21,3,1610612741.0,4.0,3.0,1.0,0.75,48.0,41.0,92.3,0.444,11.8,37.0,0.318,15.5,22.8,0.681,12.5,45.0,57.5,24.8,18.5,6.5,5.3,6.3,18.5,20.8,109.3,3.8,1.0,2.0,6.0,6.0,3.0,5.0,4.0,12.0,24.0,16.0,23.0,26.0,19.0,29.0,3.0,1.0,1.0,8.0,19.0,26.0,13.0,24.0,2.0,23.0,17.0,11.0,Pre Season,1610612741.0,4.0,3.0,1.0,0.75,192.0,100.9,102.8,98.5,99.5,2.4,3.3,0.604,1.34,16.9,0.295,0.798,0.557,0.174,0.508,0.534,107.7,106.13,88.44,425.0,0.538,1.0,2.0,6.0,6.0,1.0,15.0,10.0,11.0,18.0,19.0,12.0,4.0,4.0,2.0,19.0,16.0,22.0,12.0,10.0,Pre Season
cleveland cavaliers,2020-21,3,1610612739.0,4.0,2.0,2.0,0.5,48.0,34.8,77.3,0.45,11.5,29.5,0.39,18.8,26.3,0.714,9.8,35.0,44.8,21.8,24.0,8.0,4.3,5.8,25.3,24.0,99.8,-7.5,1.0,7.0,15.0,14.0,3.0,27.0,30.0,10.0,25.0,29.0,7.0,14.0,12.0,19.0,10.0,24.0,20.0,23.0,30.0,19.0,19.0,22.0,21.0,13.0,26.0,24.0,Pre Season,1610612739.0,4.0,2.0,2.0,0.5,192.0,96.8,99.5,104.5,106.2,-7.7,-6.7,0.626,0.91,16.1,0.281,0.78,0.535,0.239,0.524,0.562,102.9,100.63,83.85,401.0,0.443,1.0,7.0,15.0,14.0,1.0,23.0,20.0,23.0,12.0,29.0,22.0,6.0,5.0,4.0,30.0,13.0,11.0,26.0,24.0,Pre Season
dallas mavericks,2020-21,3,1610612742.0,3.0,2.0,1.0,0.667,49.7,42.3,97.7,0.433,19.7,44.3,0.444,18.0,22.0,0.818,9.7,38.7,48.3,25.7,12.3,4.3,4.0,8.0,20.7,26.0,122.3,8.0,14.0,7.0,6.0,10.0,1.0,3.0,1.0,17.0,1.0,3.0,3.0,16.0,20.0,1.0,13.0,10.0,11.0,5.0,1.0,30.0,21.0,30.0,7.0,7.0,1.0,9.0,Pre Season,1610612742.0,3.0,2.0,1.0,0.667,149.0,111.2,113.3,105.3,106.5,5.9,6.7,0.606,2.08,17.5,0.237,0.772,0.495,0.114,0.534,0.57,105.6,104.05,86.71,324.0,0.514,14.0,7.0,6.0,10.0,14.0,4.0,21.0,10.0,17.0,1.0,9.0,17.0,9.0,16.0,1.0,8.0,8.0,18.0,12.0,Pre Season
denver nuggets,2020-21,3,1610612743.0,3.0,2.0,1.0,0.667,48.0,43.3,91.3,0.474,14.7,38.3,0.383,18.7,25.0,0.747,13.3,38.7,52.0,29.7,17.7,9.3,6.7,4.3,25.3,25.7,120.0,20.7,14.0,7.0,6.0,10.0,3.0,1.0,10.0,6.0,8.0,13.0,9.0,15.0,14.0,13.0,2.0,10.0,3.0,1.0,12.0,11.0,6.0,15.0,22.0,8.0,3.0,1.0,Pre Season,1610612743.0,3.0,2.0,1.0,0.667,144.0,112.5,114.3,92.4,95.5,20.1,18.8,0.685,1.68,19.7,0.32,0.772,0.556,0.168,0.555,0.586,107.1,104.5,87.08,315.0,0.64,14.0,7.0,6.0,10.0,16.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,8.0,3.0,17.0,5.0,7.0,17.0,1.0,Pre Season
detroit pistons,2020-21,3,1610612765.0,4.0,2.0,2.0,0.5,48.0,33.0,80.5,0.41,12.3,37.5,0.327,15.8,22.0,0.716,7.3,36.8,44.0,19.5,21.5,11.8,2.5,3.8,21.3,21.3,94.0,2.5,1.0,7.0,15.0,14.0,3.0,30.0,27.0,26.0,18.0,15.0,21.0,25.0,20.0,18.0,26.0,17.0,22.0,28.0,28.0,3.0,29.0,10.0,10.0,22.0,29.0,13.0,Pre Season,1610612765.0,4.0,2.0,2.0,0.5,192.0,90.0,91.0,87.0,89.1,3.0,2.0,0.591,0.91,14.7,0.214,0.754,0.488,0.208,0.486,0.521,104.8,103.0,85.83,413.0,0.506,1.0,7.0,15.0,14.0,1.0,29.0,1.0,13.0,19.0,28.0,27.0,25.0,16.0,21.0,28.0,25.0,25.0,22.0,13.0,Pre Season
golden state warriors,2020-21,3,1610612744.0,3.0,2.0,1.0,0.667,48.0,38.3,89.3,0.429,14.7,42.0,0.349,19.7,27.3,0.72,8.0,40.7,48.7,24.3,17.0,10.0,7.7,7.0,27.0,23.7,111.0,3.0,14.0,7.0,6.0,10.0,3.0,14.0,15.0,18.0,8.0,7.0,15.0,11.0,11.0,17.0,23.0,5.0,9.0,12.0,10.0,9.0,2.0,27.0,25.0,15.0,12.0,12.0,Pre Season,1610612744.0,3.0,2.0,1.0,0.667,144.0,100.6,101.8,94.3,99.4,6.3,2.4,0.635,1.43,17.0,0.205,0.731,0.479,0.156,0.511,0.548,112.5,108.83,90.69,327.0,0.525,14.0,7.0,6.0,10.0,16.0,17.0,8.0,12.0,11.0,10.0,11.0,26.0,20.0,23.0,10.0,14.0,14.0,5.0,11.0,Pre Season
houston rockets,2020-21,3,1610612745.0,4.0,3.0,1.0,0.75,48.0,40.5,92.5,0.438,17.0,46.8,0.364,16.0,20.8,0.771,8.8,38.0,46.8,22.3,13.3,10.3,6.8,4.3,24.3,18.5,114.0,11.0,1.0,2.0,6.0,6.0,3.0,7.0,3.0,15.0,4.0,2.0,11.0,22.0,27.0,7.0,20.0,13.0,13.0,21.0,3.0,8.0,4.0,13.0,17.0,30.0,8.0,5.0,Pre Season,1610612745.0,4.0,3.0,1.0,0.75,192.0,107.4,109.6,97.8,99.5,9.6,10.1,0.549,1.68,16.1,0.235,0.716,0.478,0.127,0.53,0.561,105.7,103.75,86.46,416.0,0.545,1.0,2.0,6.0,6.0,1.0,5.0,9.0,6.0,26.0,3.0,23.0,18.0,26.0,26.0,3.0,10.0,12.0,19.0,9.0,Pre Season
indiana pacers,2020-21,3,1610612754.0,3.0,0.0,3.0,0.0,48.0,38.0,92.0,0.413,14.3,42.0,0.341,15.3,23.0,0.667,11.3,27.3,38.7,23.7,17.0,10.7,2.7,4.3,29.7,26.3,105.7,-6.3,14.0,25.0,24.0,25.0,3.0,18.0,6.0,25.0,12.0,7.0,18.0,28.0,18.0,30.0,6.0,30.0,30.0,16.0,10.0,5.0,27.0,15.0,29.0,6.0,21.0,22.0,Pre Season,1610612754.0,3.0,0.0,3.0,0.0,144.0,98.0,100.3,105.1,107.0,-7.0,-6.7,0.623,1.39,16.6,0.256,0.712,0.445,0.161,0.491,0.517,107.2,105.0,87.5,316.0,0.425,14.0,25.0,24.0,25.0,16.0,22.0,23.0,24.0,14.0,14.0,14.0,10.0,27.0,30.0,11.0,23.0,27.0,14.0,26.0,Pre Season
la clippers,2020-21,3,1610612746.0,3.0,0.0,3.0,0.0,48.0,34.7,81.3,0.426,12.0,33.7,0.356,16.0,21.3,0.75,7.7,34.3,42.0,21.7,18.7,5.3,5.3,2.3,24.3,20.0,97.3,-17.0,14.0,25.0,24.0,25.0,3.0,28.0,25.0,19.0,20.0,24.0,12.0,22.0,25.0,12.0,24.0,25.0,28.0,24.0,21.0,28.0,12.0,1.0,18.0,27.0,28.0,30.0,Pre Season,1610612746.0,3.0,0.0,3.0,0.0,144.0,95.7,97.7,112.0,115.1,-16.3,-17.4,0.625,1.16,16.3,0.243,0.755,0.495,0.187,0.5,0.536,101.9,99.5,82.92,299.0,0.398,14.0,25.0,24.0,25.0,16.0,27.0,29.0,30.0,13.0,25.0,19.0,15.0,15.0,17.0,24.0,20.0,21.0,28.0,29.0,Pre Season
